,COD_Munic,TX_PIB,TX_PER,PIB_21,PER_21
4512,4213500,2.256060545704275,-0.843380697019458,1471880.372,65515.91
4513,4213609,2.3197905961064302,1.7325393799937527,1149799.521,32220.81
4514,4213708,2.7383757917921137,0.9429874328647614,718984.894,40021.42
4515,4213807,0.8716834724105671,0.8289186798342341,223237.99,30559.62
4516,4213906,2.532567936382235,3.662683807635314,75918.587,49750.06
4517,4214003,4.491707510859944,2.7405372689052965,985008.753,54804.92
4518,4214102,-0.428928576466997,-0.40461182178111454,62737.308,27528.44
4519,4214151,6.322994790184266,5.700372111491819,135903.087,46068.84
4520,4214201,-7.415409466778122,-6.969900153959186,462582.191,47332.67
4521,4214300,2.233232736022628,1.748472955673136,165727.562,57206.61
4522,4214409,3.7747988243273745,3.700178783504071,288065.328,46469.64
4523,4214508,0.05449265460765185,0.5656170746887235,212919.477,36309.6
4524,4214607,0.7797852960333196,0.20177338890061125,276105.335,36560.56
4525,4214706,0.829449205275179,-0.5573825184711945,474935.549,39786.84
4526,4214805,0.1307192838055249,-1.5021004339558663,3689821.69,50593.32
4527,4214904,4.75350563241308,4.379422191065263,302760.572,65391.05
4528,4215000,0.7595271688163985,0.12161303441869942,1614436.196,37822.98
4529,4215059,1.7478354650046324,1.5700854407813936,70060.738,28204.81
4530,4215075,3.616050065995263,4.232472244817692,147649.12,32629.64
4531,4215109,-0.1559830904957371,-0.7544453423471875,390008.449,33485.74
4532,4215208,-6.145766391267266,-4.331135398010155,111320.068,24284.48
4533,4215307,3.5651850846792454,3.184467931540552,318138.784,41456.71
4534,4215356,-1.5683765339019773,-1.0016018814412497,93620.907,25119.64
4535,4215406,0.5529726637806154,-0.4499446018025266,266902.482,55697.51
4536,4215455,1.4955287860531907,-0.6699798638341969,466595.286,35541.99
4537,4215505,2.42086234157477,1.7106367268920453,661991.939,38931.54
4538,4215554,3.389321338708723,4.2151364879881195,103604.366,47568.58
4539,4215604,0.704417526397072,0.32713667212281305,72823.088,33855.46
